CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
1179,Male,32,21,25
1180,Female,63,59,63
1181,Female,56,17,87
1182,Male,55,35,15
1183,Female,78,57,8
1184,Female,86,79,100
1185,Male,53,17,67
1186,Male,53,39,95
1187,Female,73,34,40
1188,Male,81,54,50
1189,Male,41,16,56
1190,Female,60,8,35
1191,Female,82,108,73
1192,Female,20,77,25
1193,Male,44,42,59
1194,Male,49,77,20
1195,Female,58,68,57
1196,Male,31,59,14
1197,Male,52,48,14
1198,Male,31,23,62
1199,Male,28,83,61
1200,Female,83,98,36
1201,Male,79,23,84
1202,Male,84,65,19
1203,Male,75,67,38
1204,Female,33,65,53
1205,Female,48,68,77
1206,Female,30,86,43
1207,Female,46,22,84
1208,Male,19,8,69
1209,Male,79,99,11
1210,Male,66,46,43
1211,Female,55,54,87
1212,Female,74,57,32
1213,Female,18,93,37
1214,Female,23,82,98
1215,Female,54,92,98
1216,Male,33,41,88
1217,Female,25,17,73
1218,Male,66,89,36
1219,Male,58,73,21
1220,Female,78,43,25
1221,Female,53,105,97
1222,Male,39,104,99
1223,Male,25,65,97
1224,Female,25,30,18
1225,Male,78,80,28
1226,Female,43,19,9
1227,Female,80,76,50
1228,Male,37,28,5
1229,Male,47,31,85
1230,Female,50,46,93
1231,Female,21,24,22
1232,Male,73,87,30
1233,Female,65,80,11
1234,Male,35,69,64
1235,Female,24,30,43
1236,Male,80,110,70
1237,Male,56,88,22
1238,Female,78,20,13
1239,Male,18,78,25
1240,Female,74,110,7
1241,Female,76,103,22
1242,Female,85,42,1
1243,Female,48,23,7
1244,Male,48,76,23
1245,Male,72,87,13
1246,Female,76,86,85
1247,Female,21,101,96
1248,Male,41,49,91
1249,Male,60,7,81
1250,Female,50,17,12
1251,Male,70,29,57
1252,Male,42,97,71
1253,Male,60,104,91
1254,Male,84,65,14
1255,Male,47,82,56
1256,Male,24,33,76
1257,Male,56,109,91
1258,Female,35,40,68
1259,Female,36,95,22
1260,Male,65,18,83
1261,Female,66,58,4
1262,Male,23,106,15
1263,Male,71,60,70
1264,Female,81,33,28
1265,Male,45,74,39
1266,Female,24,8,9
1267,Female,62,89,66
1268,Male,61,10,22
1269,Male,40,96,29
1270,Male,54,49,68
1271,Female,20,67,26
1272,Male,45,49,3
1273,Male,71,17,46
1274,Female,29,53,14
1275,Female,61,101,7
1276,Male,22,97,18
1277,Female,58,99,34
1278,Male,47,92,47
1279,Male,41,33,48
1280,Male,79,80,69
1281,Male,65,35,5
1282,Female,45,33,18
1283,Male,35,31,18
1284,Female,23,44,21
1285,Female,48,37,57
1286,Male,23,87,12
1287,Female,72,45,88
1288,Female,51,80,34
1289,Male,51,75,32
1290,Male,54,55,78
1291,Female,71,90,92
1292,Female,68,83,91
1293,Female,86,90,90
1294,Male,26,6,64
1295,Female,30,22,21
1296,Female,45,103,10
1297,Male,18,36,57
1298,Male,86,73,19
1299,Male,58,11,3
1300,Female,27,69,25
1301,Female,33,25,36
1302,Female,27,71,98
1303,Female,68,21,66
1304,Male,21,77,97
1305,Female,25,23,42
1306,Male,31,106,31
1307,Male,76,30,19
1308,Male,25,84,68
1309,Male,27,78,6
1310,Female,30,13,18
1311,Female,38,100,100
1312,Male,59,99,25
1313,Female,29,17,53
1314,Male,23,80,6
1315,Male,40,89,76
1316,Female,84,72,53
1317,Male,79,53,91
1318,Male,70,109,37
1319,Female,38,96,100
1320,Male,30,26,60
1321,Male,43,104,11
1322,Female,21,52,40
1323,Female,76,74,69
1324,Male,52,43,66
1325,Female,70,53,52
1326,Male,31,93,71
1327,Female,48,69,46
1328,Male,80,91,32
1329,Male,27,41,17
1330,Male,48,109,8
1331,Female,54,79,17
1332,Female,53,79,87
1333,Female,22,77,59
1334,Male,79,32,28
1335,Male,54,26,60
1336,Female,25,110,56
1337,Female,19,104,66
1338,Female,30,38,25
1339,Female,27,89,61
1340,Male,61,47,91
1341,Male,67,78,40
1342,Female,43,34,50
1343,Female,56,44,35
1344,Female,44,99,24
1345,Male,33,42,16
1346,Female,69,68,46
1347,Male,73,63,17
1348,Female,63,85,89
1349,Female,47,73,3
1350,Female,63,24,13
1351,Male,70,98,7
1352,Female,73,42,75
1353,Male,64,63,77
1354,Male,82,44,86
1355,Male,35,42,13
1356,Female,74,56,36
1357,Male,51,80,98
1358,Female,46,44,93
1359,Female,82,86,24
1360,Female,67,90,52
1361,Female,27,87,8
1362,Male,50,80,46
1363,Female,19,53,41
1364,Female,81,89,72
1365,Female,73,100,38
1366,Female,27,38,45
1367,Male,46,95,53
1368,Female,56,61,36
1369,Male,29,34,1
1370,Female,73,71,53
1371,Male,29,58,96
1372,Male,21,33,100
1373,Female,68,15,10
1374,Female,73,97,95
1375,Male,62,28,35
1376,Female,64,101,16
1377,Male,69,14,25
1378,Male,54,10,94
1379,Female,52,26,8
1380,Female,28,42,62
1381,Female,74,101,16
1382,Male,65,47,48
1383,Female,38,61,20
1384,Male,39,16,40
1385,Male,49,66,91
1386,Female,69,5,13
1387,Female,29,6,32
1388,Female,42,13,73
1389,Female,77,88,44
1390,Male,73,55,2
1391,Male,58,109,11
1392,Male,64,30,86
1393,Male,41,28,14
1394,Male,31,69,90
1395,Male,50,54,78
1396,Female,56,83,56
1397,Female,81,65,70
1398,Male,59,63,81
1399,Male,32,68,97
1400,Female,63,68,73
1401,Female,21,22,2
1402,Male,64,68,84
1403,Female,18,90,91
1404,Male,26,54,32
1405,Female,60,53,5
1406,Male,81,44,80
1407,Male,74,90,88
1408,Male,76,9,48
1409,Female,46,64,16
1410,Female,53,85,9
1411,Female,61,71,78
1412,Male,40,95,62
1413,Male,27,75,43
1414,Male,27,21,54
1415,Male,59,109,13
1416,Male,39,62,4
1417,Male,43,67,75
1418,Male,85,43,76
1419,Female,65,43,4
1420,Female,71,94,85
1421,Male,55,12,37
1422,Male,68,102,63
1423,Male,86,68,44
1424,Male,20,22,93
1425,Male,24,54,46
1426,Female,80,7,6
1427,Female,62,11,43
1428,Female,48,92,84
1429,Female,34,41,24
1430,Male,49,11,82
1431,Male,63,50,83
1432,Male,35,26,36
1433,Male,79,92,59
1434,Female,37,52,12
1435,Male,83,64,59
1436,Female,41,73,12
1437,Female,70,73,1
1438,Male,73,39,45
1439,Male,18,47,91
1440,Female,26,83,21
1441,Female,54,68,38
1442,Male,80,64,17
1443,Female,33,89,58
1444,Male,54,32,4
1445,Female,32,26,65
1446,Male,50,9,34
1447,Male,67,47,43
1448,Female,68,98,12
1449,Female,40,33,6
1450,Female,42,50,95
1451,Female,55,109,95
1452,Male,52,72,86
1453,Female,35,47,25
1454,Female,26,90,35
1455,Female,45,34,74
1456,Female,79,97,60
1457,Female,28,110,51
1458,Male,31,73,44
1459,Female,47,76,51
1460,Female,22,62,22
1461,Female,49,105,10
1462,Female,34,13,18
1463,Male,57,59,77
1464,Female,51,37,73
1465,Male,32,10,23
1466,Male,58,101,59
1467,Male,74,11,90
1468,Male,68,61,7
1469,Male,78,87,45
1470,Male,65,102,38
1471,Female,72,23,7
1472,Male,63,89,93
1473,Female,50,68,81
1474,Male,72,75,5
1475,Male,18,29,59
1476,Male,76,100,78
1477,Female,50,9,2
1478,Male,53,97,22
1479,Female,32,60,50
1480,Male,23,51,55
1481,Female,86,19,39
1482,Female,27,18,98
1483,Male,18,41,61
1484,Male,59,14,82
1485,Male,59,39,15
1486,Male,74,52,44
1487,Male,80,78,42
1488,Male,84,85,40
1489,Female,81,74,18
1490,Female,52,88,56
1491,Female,82,49,82
1492,Female,60,42,74
1493,Male,67,57,52
1494,Male,60,70,71
1495,Male,49,22,32
1496,Male,48,62,58
1497,Male,64,72,69
1498,Female,28,75,58
1499,Male,45,30,88
1500,Male,79,44,79
1501,Female,25,47,22
1502,Male,68,29,16
1503,Female,67,110,66
1504,Female,59,65,70
1505,Male,46,82,84
1506,Female,50,6,3
1507,Male,83,79,58
1508,Female,63,55,80
1509,Female,36,56,27
1510,Female,21,86,10
1511,Female,47,91,65
1512,Male,69,47,76
1513,Female,50,98,40
1514,Male,22,42,52
1515,Female,33,71,23
1516,Female,77,82,54
1517,Male,56,5,38
1518,Female,25,46,83
1519,Female,27,75,7
1520,Female,79,28,23
1521,Male,72,10,49
1522,Female,40,84,35
1523,Male,55,18,10
1524,Female,34,67,2
1525,Male,77,84,68
1526,Male,61,8,5
1527,Male,64,15,11
1528,Male,24,54,58
1529,Female,73,63,45
1530,Male,84,22,43
1531,Male,59,11,42
1532,Female,19,34,68
1533,Male,37,85,75
1534,Female,68,74,65
1535,Male,44,66,44
1536,Female,84,9,39
1537,Male,46,106,4
1538,Male,44,10,53
1539,Female,48,71,45
1540,Male,84,104,41
1541,Male,33,73,51
1542,Male,26,89,89
1543,Female,23,49,53
1544,Male,36,74,59
1545,LGBTQAB+,34,34,1
1546,Male,27,59,35
1547,Male,56,5,84
1548,Female,42,37,82
1549,LGBTQAB+,78,76,28
1550,LGBTQAB+,26,49,89
1551,Female,20,10,54
1552,LGBTQAB+,47,87,11
1553,LGBTQAB+,24,90,64
1554,Male,33,26,10
1555,Female,50,73,98
1556,LGBTQAB+,71,8,7
1557,Female,78,64,12
1558,Female,25,15,55
1559,LGBTQAB+,86,32,21
1560,Female,67,100,14
1561,LGBTQAB+,52,11,5
1562,LGBTQAB+,49,97,86
1563,LGBTQAB+,78,18,55
1564,LGBTQAB+,18,83,79
1565,Male,51,85,6
1566,Male,36,57,75
1567,LGBTQAB+,56,7,5
1568,Male,37,44,50
1569,Female,37,70,91
1570,Male,59,82,40
1571,Female,49,62,17
1572,Male,18,82,46
1573,Male,86,104,10
1574,Male,53,39,17
1575,Female,86,22,36
1576,Male,43,68,51
1577,LGBTQAB+,32,18,11
1578,Male,20,99,19
1579,LGBTQAB+,77,35,39
1580,Male,25,18,9
1581,LGBTQAB+,58,60,69
1582,LGBTQAB+,56,59,2
1583,Female,80,98,22
1584,Female,30,106,69
1585,Male,81,61,28
1586,Female,23,29,34
1587,Female,82,13,70
1588,Female,38,50,93
1589,LGBTQAB+,42,110,80
1590,Male,41,86,11
1591,Male,68,16,62
1592,Male,37,81,34
1593,Male,71,102,97
1594,Female,25,95,85
1595,Male,72,14,78
1596,Male,86,82,29
1597,LGBTQAB+,36,65,83
1598,Male,73,65,20
1599,Male,27,90,62
1600,Male,34,89,91
1601,LGBTQAB+,71,26,21
1602,Male,74,110,30
1603,Male,34,42,15
1604,Male,73,68,28
1605,Female,35,82,51
1606,LGBTQAB+,73,48,92
1607,LGBTQAB+,41,98,86
1608,Female,71,73,97
1609,Male,84,81,29
1610,LGBTQAB+,31,83,90
1611,LGBTQAB+,65,44,70
1612,Male,53,71,55
1613,Male,47,53,98
1614,LGBTQAB+,20,110,86
1615,Male,55,11,19
1616,LGBTQAB+,66,8,15
1617,Male,62,52,97
1618,Male,53,92,12
1619,Female,20,7,28
1620,Male,70,44,11
1621,Male,45,71,54
1622,LGBTQAB+,55,84,55
1623,Male,38,69,46
1624,LGBTQAB+,61,108,62
1625,Female,26,38,62
1626,LGBTQAB+,82,73,8
1627,LGBTQAB+,54,92,76
1628,Male,50,30,90
1629,LGBTQAB+,70,19,8
1630,Male,85,37,8
1631,Male,64,46,64
1632,Female,76,36,60
1633,LGBTQAB+,37,20,33
1634,Male,29,27,81
1635,LGBTQAB+,81,17,75
1636,LGBTQAB+,31,59,18
1637,Female,57,107,40
1638,Female,62,33,93
1639,Female,58,6,66
1640,Female,52,68,95
1641,Male,79,16,92
1642,Male,37,59,91
1643,LGBTQAB+,50,82,47
1644,Male,21,62,87
1645,Male,33,80,77
1646,Female,32,33,46
1647,Female,42,31,31
1648,Female,83,96,60
1649,LGBTQAB+,46,69,19
1650,Male,30,44,84
1651,Female,25,93,90
1652,Male,65,11,12
1653,Male,33,61,66
1654,Male,27,75,56
1655,LGBTQAB+,45,109,63
1656,Male,79,69,56
1657,Male,61,51,83
1658,Female,59,72,17
1659,Male,63,75,48
1660,LGBTQAB+,36,81,19
1661,Female,34,32,22
1662,Male,19,96,9
1663,Male,77,23,88
1664,LGBTQAB+,70,5,52
1665,Female,86,50,88
1666,Male,79,47,50
1667,Male,34,101,81
1668,LGBTQAB+,32,41,23
1669,Female,37,57,55
1670,Female,82,103,39
1671,Female,55,52,73
1672,Female,39,41,53
1673,Male,56,29,97
1674,Male,58,41,92
1675,LGBTQAB+,36,28,89
1676,Female,48,93,67
1677,LGBTQAB+,46,52,21
1678,Female,27,35,97
1679,LGBTQAB+,74,74,10
1680,Female,39,34,91
1681,Male,66,79,24
1682,Male,21,63,70
1683,Male,39,52,92
1684,Female,73,49,15
1685,Male,27,42,60
1686,Female,51,31,35
1687,Female,33,102,82
1688,LGBTQAB+,23,22,32
1689,Male,20,14,33
1690,LGBTQAB+,40,25,41
1691,Female,84,88,68
1692,Female,75,80,45
1693,LGBTQAB+,40,86,47
1694,LGBTQAB+,30,107,67
1695,LGBTQAB+,73,48,47
1696,LGBTQAB+,20,72,56
1697,LGBTQAB+,54,105,5
1698,Female,39,15,12
1699,Male,84,25,74
1700,LGBTQAB+,38,22,71
1701,LGBTQAB+,78,53,5
1702,Female,19,54,14
1703,Female,33,90,13
1704,Female,41,19,21
1705,LGBTQAB+,58,107,72
1706,Female,78,68,84
1707,LGBTQAB+,28,95,86
1708,Female,37,8,80
1709,Female,79,45,9
1710,LGBTQAB+,18,67,19
1711,LGBTQAB+,39,21,99
1712,Female,67,6,91
1713,LGBTQAB+,32,81,83
1714,Male,47,110,13
1715,Male,56,12,64
1716,Female,35,50,89
1717,LGBTQAB+,37,86,70
1718,LGBTQAB+,41,57,59
1719,LGBTQAB+,78,58,74
1720,Male,66,51,19
1721,Female,77,22,85
1722,Female,80,48,12
1723,Male,70,68,33
1724,Male,54,42,53
1725,Male,24,63,25
1726,LGBTQAB+,79,63,14
1727,Female,22,29,50
1728,Male,53,54,66
1729,LGBTQAB+,45,73,81
1730,Female,20,91,5
1731,LGBTQAB+,56,62,26
1732,Male,42,9,91
1733,Male,25,107,41
1734,LGBTQAB+,32,81,12
1735,LGBTQAB+,38,23,69
1736,Female,71,103,98
1737,Male,26,110,9
1738,LGBTQAB+,29,81,59
1739,Male,39,58,58
1740,Female,36,92,43
1741,LGBTQAB+,29,11,41
1742,Male,60,87,87
1743,Male,42,95,42
1744,LGBTQAB+,40,22,79
1745,Female,34,23,79
1746,Female,32,109,55
1747,Male,43,45,93
1748,LGBTQAB+,53,24,60
1749,Female,38,89,23
1750,LGBTQAB+,39,9,90
1751,Female,28,53,30
1752,LGBTQAB+,45,71,17
1753,Female,32,39,9
1754,Male,32,20,66
1755,Female,50,90,64
1756,Male,48,62,71
1757,Female,77,103,35
1758,Male,22,67,33
1759,Female,57,54,53
1760,LGBTQAB+,82,96,82
1761,Male,23,93,41
1762,LGBTQAB+,22,53,92
1763,Male,47,51,54
1764,Male,62,73,36
1765,Female,21,5,60
1766,LGBTQAB+,50,60,92
1767,LGBTQAB+,49,52,63
1768,LGBTQAB+,24,84,48
1769,Male,19,49,13
1770,LGBTQAB+,24,29,87
1771,Female,29,70,30
1772,LGBTQAB+,30,103,10
1773,LGBTQAB+,56,81,13
1774,Female,60,107,29
1775,Male,64,82,49
1776,LGBTQAB+,53,12,89
1777,Female,57,86,10
1778,LGBTQAB+,53,66,31
1779,Female,75,7,24
1780,LGBTQAB+,34,85,65
1781,Female,47,35,94
1782,LGBTQAB+,27,36,63
1783,Male,58,9,27
1784,Male,31,28,21
1785,LGBTQAB+,24,46,95
1786,Male,42,45,44
1787,Male,72,48,24
1788,Female,84,43,45
1789,Female,47,28,33
1790,LGBTQAB+,41,110,87
1791,Female,59,56,72
1792,LGBTQAB+,72,90,59
1793,Male,82,104,80
1794,Female,35,56,45
1795,Female,36,89,28
1796,Female,50,31,30
1797,Female,26,37,80
1798,LGBTQAB+,56,49,38
1799,LGBTQAB+,32,110,73
1800,Male,71,22,43
1801,Male,76,11,66
1802,Male,27,42,38
1803,LGBTQAB+,76,90,17
1804,LGBTQAB+,76,67,63
1805,Female,32,48,94
1806,Female,83,6,11
1807,Male,30,35,78
1808,LGBTQAB+,48,9,57
1809,Female,25,59,25
1810,LGBTQAB+,19,75,68
1811,Female,79,43,41
1812,Female,37,103,98
1813,Female,30,23,91
1814,LGBTQAB+,20,100,43
1815,Female,20,110,32
1816,Female,22,46,15
1817,Male,32,32,64
1818,Male,22,94,40
1819,LGBTQAB+,48,8,50
1820,Female,73,52,95
1821,Male,22,86,28
1822,Male,20,64,66
1823,LGBTQAB+,18,99,28
1824,Male,66,53,69
1825,Male,43,44,14
1826,LGBTQAB+,50,95,64
1827,Female,23,24,100
1828,LGBTQAB+,85,40,68
1829,LGBTQAB+,33,67,36
1830,Female,21,57,4
1831,Male,40,57,75
1832,Male,49,20,93
1833,Female,84,48,3
1834,LGBTQAB+,68,37,61
1835,LGBTQAB+,63,58,11
1836,Female,20,67,72
1837,LGBTQAB+,71,38,80
1838,Male,42,43,73
1839,Male,84,57,66
1840,Female,68,96,67
1841,Female,32,51,23
1842,LGBTQAB+,42,24,80
1843,Female,21,96,50
1844,Male,30,108,38
1845,LGBTQAB+,65,36,73
1846,Female,26,60,62
1847,LGBTQAB+,55,74,53
1848,Male,41,101,81
1849,LGBTQAB+,70,52,68
1850,Female,54,46,21
1851,LGBTQAB+,34,34,36
1852,Female,18,95,33
1853,LGBTQAB+,74,48,69
1854,Male,72,103,61
1855,LGBTQAB+,84,40,34
1856,Male,49,64,84
1857,LGBTQAB+,86,101,67
1858,Male,83,20,29
1859,LGBTQAB+,68,86,10
1860,Female,79,99,45
1861,LGBTQAB+,74,41,5
1862,Male,57,27,77
1863,Male,71,42,3
1864,LGBTQAB+,72,51,49
1865,Female,49,82,25
1866,Female,19,93,99
1867,LGBTQAB+,70,44,40
1868,LGBTQAB+,50,73,11
1869,LGBTQAB+,67,77,47
1870,Female,71,88,22
1871,LGBTQAB+,74,110,19
1872,LGBTQAB+,67,44,27
1873,LGBTQAB+,65,8,35
1874,Female,63,11,56
1875,Female,49,32,43
1876,Female,20,92,47
1877,LGBTQAB+,27,42,76
1878,Female,53,93,76
1879,Female,83,22,54
1880,LGBTQAB+,74,62,18
1881,Male,86,42,33
1882,Male,26,97,49
1883,Male,58,20,5
1884,LGBTQAB+,38,66,21
1885,Female,66,20,51
1886,LGBTQAB+,55,60,13
1887,Male,42,68,41
1888,Female,29,82,2
1889,Female,84,13,72
1890,Female,20,14,86
1891,Male,80,89,13
1892,LGBTQAB+,25,74,45
1893,Male,42,20,8
1894,Male,62,16,89
1895,LGBTQAB+,38,79,55
1896,Male,38,28,43
1897,Female,41,106,19
1898,Male,64,29,75
1899,Male,84,29,97
1900,LGBTQAB+,76,79,11
1901,LGBTQAB+,46,33,73
1902,Male,50,61,65
1903,LGBTQAB+,77,68,4
1904,LGBTQAB+,74,84,96
1905,LGBTQAB+,71,8,72
1906,LGBTQAB+,79,7,64
1907,Male,56,69,44
1908,Female,53,58,34
1909,Female,34,40,66
1910,LGBTQAB+,60,68,30
1911,Male,64,96,14
1912,Female,37,19,43
1913,Female,36,18,58
1914,LGBTQAB+,27,85,77
1915,Female,18,23,53
1916,LGBTQAB+,33,109,92
1917,Male,51,91,84
1918,Male,73,94,14
1919,Female,63,83,88
1920,Female,82,89,20
1921,LGBTQAB+,77,70,75
1922,Female,75,82,95
1923,LGBTQAB+,31,68,86
1924,LGBTQAB+,79,80,21
1925,Male,43,11,32
1926,LGBTQAB+,54,108,9
1927,Female,29,25,55
1928,Male,71,10,40
1929,Male,26,23,3
1930,Female,78,80,18
1931,LGBTQAB+,49,5,51
1932,Male,55,59,5
1933,LGBTQAB+,36,40,81
1934,Male,60,29,77
1935,LGBTQAB+,69,96,43
1936,Male,19,81,16
1937,Female,36,23,71
1938,Female,38,94,45
1939,LGBTQAB+,52,51,29
1940,LGBTQAB+,83,63,87
1941,Male,85,65,62
1942,Male,62,89,52
1943,Male,23,72,32
1944,LGBTQAB+,67,25,54
1945,LGBTQAB+,69,93,56
1946,LGBTQAB+,25,85,95
1947,Female,45,85,40
1948,LGBTQAB+,36,88,70
1949,Male,69,28,6
1950,Male,31,91,42
1951,Female,29,40,93
1952,LGBTQAB+,36,20,15
1953,Male,84,65,79
1954,Male,39,32,38
1955,Male,34,95,81
1956,LGBTQAB+,54,16,53
1957,Male,35,105,53
1958,LGBTQAB+,27,83,41
1959,LGBTQAB+,43,72,37
1960,Male,41,10,89
1961,Female,80,59,92
1962,Male,53,39,58
1963,LGBTQAB+,52,39,23
1964,Female,76,11,24
1965,Male,62,77,57
1966,LGBTQAB+,40,50,60
1967,LGBTQAB+,29,61,10
1968,Female,67,50,67
1969,LGBTQAB+,70,10,7
1970,Male,25,64,45
1971,LGBTQAB+,58,19,6
1972,Male,66,109,26
1973,LGBTQAB+,37,10,51
1974,Male,52,67,49
1975,Female,76,84,30
1976,LGBTQAB+,25,93,46
1977,Female,59,109,34
1978,LGBTQAB+,42,29,56
1979,LGBTQAB+,84,92,18
1980,LGBTQAB+,39,47,43
1981,Male,34,77,17
1982,Male,28,70,82
1983,Male,36,8,59
1984,Female,45,29,86
1985,LGBTQAB+,43,10,9
1986,Male,68,40,94
1987,Male,65,24,97
1988,Female,28,80,90
1989,Male,78,99,93
1990,Female,34,91,87
1991,Male,86,49,14
1992,LGBTQAB+,66,11,12
1993,Male,81,99,99
1994,Male,36,17,12
1995,Male,24,56,69
1996,Female,46,59,28
1997,Female,36,54,79
1998,Male,53,5,100
1999,Female,56,38,79
2000,Male,82,46,55
2001,LGBTQAB+,34,87,85
2002,LGBTQAB+,18,100,93
2003,Female,52,13,75
2004,Male,20,45,22
2005,LGBTQAB+,31,70,23
2006,LGBTQAB+,86,69,25
2007,Female,41,54,43
2008,LGBTQAB+,61,30,90
2009,LGBTQAB+,21,36,10
2010,LGBTQAB+,70,23,40
2011,LGBTQAB+,49,13,38
2012,Female,27,13,24
2013,LGBTQAB+,23,48,7
2014,Male,84,97,33
2015,LGBTQAB+,78,109,63
2016,Male,83,57,61
2017,Female,68,47,43
2018,Male,23,88,31
2019,Female,33,92,36
2020,Male,71,102,7
2021,Male,18,104,34
2022,Male,65,26,63
2023,LGBTQAB+,49,106,46
2024,Female,83,86,77
2025,Male,58,36,55
2026,Male,61,63,15
2027,Female,78,100,34
2028,Male,49,18,30
2029,Female,73,97,62
2030,Male,23,96,64
2031,Male,37,70,8
2032,Female,67,52,78
2033,Male,22,58,46
2034,LGBTQAB+,32,98,79
2035,LGBTQAB+,78,110,58
2036,LGBTQAB+,18,48,88
2037,LGBTQAB+,55,19,3
2038,Male,61,101,90
2039,LGBTQAB+,50,50,26
2040,LGBTQAB+,75,94,51
2041,Male,62,89,97
2042,Female,47,54,84
2043,Male,29,40,57
2044,Female,46,72,29
2045,Female,59,9,67
2046,Male,34,66,99
2047,Male,24,86,83
2048,Male,69,62,63
2049,Male,43,53,68
2050,Female,37,55,58
2051,Male,20,110,21
2052,LGBTQAB+,78,18,20
2053,LGBTQAB+,48,34,50
2054,Female,73,90,94
2055,Male,80,8,65
2056,Male,84,25,42
2057,Male,66,103,43
2058,Male,19,45,88
2059,Male,27,76,78
2060,LGBTQAB+,22,24,72
2061,Female,34,63,2
2062,Male,26,110,70
2063,Female,45,16,87
2064,LGBTQAB+,23,13,9
2065,LGBTQAB+,43,110,31
2066,Female,46,59,43
2067,LGBTQAB+,33,61,78
2068,Male,72,103,24
2069,LGBTQAB+,27,59,95
2070,Female,70,31,53
2071,LGBTQAB+,42,47,72
2072,Female,79,67,46
2073,LGBTQAB+,73,107,41
2074,Female,51,73,2
2075,LGBTQAB+,40,14,92
2076,LGBTQAB+,38,14,41
2077,LGBTQAB+,85,104,46
2078,LGBTQAB+,18,110,3
2079,Male,32,72,16
2080,Female,31,22,8
2081,Male,41,9,90
2082,LGBTQAB+,73,76,1
2083,LGBTQAB+,81,37,89
2084,LGBTQAB+,82,24,95
2085,LGBTQAB+,21,75,75
2086,LGBTQAB+,28,99,53
2087,Male,28,75,24
2088,Female,19,10,75
2089,Male,28,110,22
2090,LGBTQAB+,85,39,46
2091,LGBTQAB+,49,83,27
2092,LGBTQAB+,48,39,33
2093,Male,20,97,49
2094,Female,64,22,52
2095,Male,21,94,60
2096,LGBTQAB+,86,91,43
2097,Male,83,6,97
2098,Male,35,91,90
2099,Female,52,9,79
2100,Male,64,19,70
2101,Male,80,55,48
2102,LGBTQAB+,38,10,24
2103,Male,26,107,35
2104,Male,38,25,26
2105,Male,50,63,99
2106,Female,82,41,88
2107,Female,72,109,64
2108,Female,24,33,99
2109,LGBTQAB+,45,76,56
2110,LGBTQAB+,22,84,33
2111,Female,34,63,81
2112,LGBTQAB+,29,16,40
2113,LGBTQAB+,74,33,21
2114,Female,25,49,95
2115,Male,71,103,100
2116,Female,56,27,10
2117,Female,80,68,3
2118,Male,67,72,6
2119,Female,33,99,79
2120,LGBTQAB+,65,52,99
2121,LGBTQAB+,63,53,14
2122,Female,31,56,97
2123,Male,50,24,3
2124,Male,31,53,11
2125,Male,86,67,98
2126,LGBTQAB+,27,51,66
2127,Female,30,97,44
2128,LGBTQAB+,45,13,21
2129,Male,48,109,66
2130,Male,86,37,22
2131,Female,86,47,6
2132,Male,49,8,96
2133,LGBTQAB+,69,87,99
2134,Male,32,59,94
2135,LGBTQAB+,36,55,26
2136,Female,74,93,94
2137,Male,47,41,35
2138,Male,78,82,53
2139,LGBTQAB+,19,79,41
2140,LGBTQAB+,38,100,33
2141,LGBTQAB+,28,71,44
